,stars,text,sentimentScore
5598047,1,"Busy. Was hopeful it would be good. Ordered the ""Junction""; chicken on a biscuit with sausage gravy. Chicken patty was rock hard around the edge from microwaving and gravy tasted like Sysco's standard jarred fare. Only the 3rd time I've ever refused a meal. Waitress didn't even notice I didn't finish. I paid for it without making a fuss like some would but we will never go back. Too many other good options close by.",0
648853,1,"I had a horrible experience yesterday with the service department. Several months ago the car was in for a transmission repair wiring issue. We paid $300 to get it fixed. Now the car is having other electrical issue (well known on the internet) and I have to get it fixed. After extensive review of all the warranty documents I decided to call the 3rd party extended warranty company who told me that Dayton Andrews never even called them to see if the transmission repairs could be authorized and those items I paid $300 for would have been covered. They said often the finance section and service section don't have the same information and don't check. I also found out that what my mechanic says the new problem is, will be covered also (a very costly repair). This car was only purchased in 2012 and I don't understand why now that the sale is made, we are treated poorly with the service. I asked Mike to help me understand it and to help ensure it doesn't happen to other customers in the future. He basically told me it was my own issue and we must not have shown the paperwork (not true). He never even offered to take my information and look in to it. What a joke! I wouldn't trust them with the repairs for anything!",0
99650,1,"We came here with confidence, giving the ratings on Yelp.... Big mistake! We had some crab cakes: tasteless and oily. Then lobster pasta and shrimp and scallops pastas: we are both pretty sure the seafood was frozen! A shame on a pier!!! Everything was literally tasteless, and the pastas were tasting like onion only. Finally, the wine was quite good, but served in cheap water glasses!!!! Sad and frustrating experience.... for 85$....",0
6686795,1,Took this tour 10 years ago and it was sooooo AMAZING! Could not wait to take it again and omg it sucked sooooooo bad.... missed so many good places we could have stopped. The stories were off topic and non relevant... I have a hard time giving even one star for this 2 hour torture walk!,0
717803,2,"The two stars are in regards to the food, it was absolutely amazing. Service could not have been worse. Between the wait for a table and getting our food, it took OVER 2 hours. I can safely say this will be the last time I dine here.",0
66451,2,"The service is atrocious. The Chicago style pizza is mediocre.

The ambiance is suitable for folks who incessantly use instagram -- lots of old advertisements, toys, and trinkets to give you the false impression that the place is hip and worthy of your cash. Yes, cash. They don't accept credit cards, so enjoy hitting the bank up on the way or giving a charitable contribution in the form of an ATM fee.",0
72063,1,Make sure you call to make sure the NC and Andrew Wyeth home and studio is open if you plan to see them.  The website does not convey special times for this exhibit nor do they state it has an additional charge over the general admission price of $18...this place is not worth $18.,0
279232,1,This place is such a scam. Not only did they get the day of my booking wrong because their website was glitchy on mobile they wouldn't refund my money. I called the front the desk the second I realized it was wrong but nope they wouldn't do anything to change the date. So I lost $107 on a terrible company that isn't willing to work with you and who only wants your money. Spend the extra $40 and stay at the Hampton Inn for a MUCH better customer service and a better hotel.,0
3977910,1,"Zero Covid precautions. No sanitizers anywhere, no distancing of tables. Servers do not wear masks. No staff members anywhere where masks. Totally outrageous. Will never go back.",0
3298706,1,Completely unhappy!!! Had a Groupon went in for filler of the lips ended up with nodules where she injected the filler. Not a very welcoming staff as well.,0
3792838,2,"First time here, I got a full acrylic set. The manager would not stop fighting with another employee as I sat in his chair waiting for him to start. He wasn't very pleasant, did an okay job on my nails. It seemed like he had better things to do than what he was doing, very distracted with his phone and taking pictures of a necklace he received in the mail. I just felt very ignored and the customer service was not good at all, he overcharged me for the full set but I still decided to tip him either way. I just don't think I will be coming back, but if I do I'll make sure to request someone different.",0
1684598,2,"Used to go here all the time before the military stationed us abroad.  Came back after 10 years to find that it had changed drastically and it was awful.  They took so many choices OFF the menu that they used to have and the kids menu is terrible.  My kids actually got a bag of Frito's w/ their meal.  We won't go to Pinnacle Peak anymore.  If you're looking for JUST A STEAK to eat and nothing else, then it's good but god help you if you want a decent side dish to go w/ it or something for your kids to enjoy.",0
2045142,1,needed my Blue Shield policy cancelled since I decided to move to another health insurance.  Sarah falsely told me that she cancelled my Blue shild policy. Few months later I discovered that she didn't cancel the policy causing me to lose money since I had outstanding credit was still setting in my blue Shield account.,0
2210581,1,"The clerk was not there when she said she would be.  This left me stranded for my friend's wedding without the jacket that i needed clean.  obviously the lesson is ""don't show up ten minutes before closing time"", but they also should keep the hours that they advertise.",0
6880815,1,"Did carry out, waited at the window for nearly 10 minutes prior to anyone noticing me. Kid serving knew I wasn't happy and made smart ass comments thinking he was so cool. Pizza was cold... wonder why. There were four cars behind me waiting as well once we finally got our cold pizzas.",0
3912999,1,"This salon is really not clean or well kept. The pillars between styling stations are so visibly dirty and marked up, it makes me very uncomfortable. If the highly visible areas are dirty and not kept up, then I have to wonder what I am not seeing. Is this what will happen with the new acquisitions in Newtown? No thanks.",0
1716622,1,"I really hate to slam the Columbia but we just had a world-class dreadful experience. When we sat down the place was largely empty. Others came in and were waited on before us. When our lunch finally came the meals were wrong. One of us never got his meal. When the bill came we pointed out that it was wrong. When it was supposedly corrected, it was still wrong. No apology, nothing from the manager who was clearly aware of the problem. We regularly eat at the Columbia in Ybor and have had great meals at this Cafe in the past. That's what made today so disappointing. Maybe it was a bad day, but the relatives we took there were stunned at how shoddy the service was.",0
6243477,2,"I had heard very good things about their wings and was excited to try this place. We ordered a few flavors of wings and an appetizer sampler. All the appetizers were ok, about the same taste and quality and frozen stuff from the grocery store. Honestly the wings were terrible, they were dry and overcooked. And at $50 for our order, I was very disappointed.",0
6888956,1,"This place was HORRIBLE!!!!!!!!!!

Don't room at this place

We found roaches in our room
Left for the day, came back no room service, left soil towels In our room all day!
Requested for towels lady told me to come down and get them (I did not go) I had her bring my towels 
Request for a blanket lady told us she had to find one, then came back with a comforter saying  she couldn't find a blanket
1 person works every shift that does everything 
The front door was locked so we had to walk all the way to the side of the hotel to get in
DON'T USE THE IRON!! a little heat burnt a whole in my shirt!! So pissed

Don't stay at this hotel you will not be satisfied...I want my money back!!",0
2165219,1,"I hope this airport dies in a fire. What a strung out cesspool of poor architecture and humanity. Want to get from Terminal F to Terminal B? How's about a 1.3 mile walk? Don't like walking? How about a 25 min bus...taking into account the waiting on the bus for riders, and waiting for any and all traffic to move first.
Even the good reviews are about people who missed flights due to the horrendous layout of this place.
Skip this dirt ball and fly through some other airport if you have regional needs.",0
1654132,2,"Nothing special. When I got the tofu and veg, I was surprised it was silken tofu (not called out). I asked for fried rice but I got white.",0
5710553,2,"cupcakes are great. a definite must visit. my only issue is with the cakes, recently purchased one and was very underwhelmed. very bland cake and icing wasnt much better. kind of pricey too. very helpful staff, super clean and a cool stop though. still go for the cupcakes.",0
2201596,1,"I ordered a small coffee and a cup of fruit oatmeal. After waiting in line for about 10 minutes, I was given the wrong order. I explained what I orders and they have me the coffee and told me to pull forward to wait for the oatmeal.  It then took just under 10 minutes to bring me the oatmeal.  OATMEAL!!!!",0
6095571,1,"Terrible phone service.  Get yourself some better call center people that know how to close a call with ""Thank you for calling United Cabs"" or ""Your cab will be there in approximately _____ minutes"". Don't just hang up on them or explain how it works.  With the amount of tourists that come to New Orleans, you would think your phone people would be friendlier.

Do yourself a favor and download the Uber app or purchase the RTA Jazzy pass for $3.00 a day.  It's cheaper and better service.",0
558774,1,"Not a big fan of this place but wife suggested it. Ordered the duck confide bad!, lots of potato e, minimal duck and two very over cooked sunny side up eggs. I think the one on grant is better. Service was so-so. Wife did not eat all of her biscuits and gravy. Bloody Mary was ok. Like I said not a big fan.  They need to do much better. Miss the salmon they use to have.",0
5863586,1,"Dude. This restaurant used to be my favorite. I came here all the time when I was in college and always had great customer service and amazing food. Came here tonight with my family and I'm so confused as to what happened to this business. They only had one person taking orders with a huge line of customers. Nobody knew what anything was on the menu. All of our orders came out completely wrong. I could write a long list of everything that just happened, but it would be the longest review of all time. Just try another restaurant, y'all. Pei Wei has gone to crap.",0
3764822,2,"Not their best night. New York strip tough, stringy and fatty. Service slow and I didn't get the glass of wine I ordered. Bill not calculated right. Too bad we decided to bring clients with us. Good thing they like us anyway.I will give kudos to Sabrina who really tried hard to save the evening. She even went as far as to chase us out  to the parking lot because she'd taken the tip off and reran the bill. She's the reason you get a 2 instead of a 1.",0
1169890,1,"Scheduled to have four appliances deliveries to a business address.  Failure to deliver on all three days they had it scheduled.  While selling out paid for business fridge out from under us, failures to provide ANY calls about the situation even AFTER calling at 5:30 in the morning to confirm this equipment will arrive, placed on hold and left there while asking to speak to a supervisor(XPO). Complete and utter failure in all directions and a blatant refusal to make it right.  We had staff waiting for these deliveries three separate days in order to open a business.",0
832097,1,"This restaurant has some authentic Chinese food. But, the service is the worst of all the restaurant in Philadelphia!!!!! They brought wrong dishes to you!!! And after you pointed out, they took the wrong dishes back, and added some indigent, and brought the SAME one to you again. That was horrible. I went here numerous time during the past 3-4 years, and they are getting worse and worse. Not only the food, but also the service. Their foods are normally good. But if you unfortunately went in rush hour, your food will get worse than normal. I will never go back here again.",0
5838908,2,"Swing and a miss. To echo what someone below said, if I'm going to spend $70 on dinner, I'm going somewhere better than this.

I'd read that the fried chicken was amazing, so that's what myself and the gentleman ordered. Eh. Not very good. The greens and hot sauce were tasty, but that was not worth $17. Watermelon Kool-Aid pickles not good. 

I can support $11 cocktails if they are amazing, but these were not. The gentleman wondered if our server was high. That would explain it.

Heavy food that is expensive and not tasty. Why?",0
3024060,2,So went to this spot. Been here a lot they stated if u check in they would give a free scoop. Well they did not honor their sign. Bad bad business will not be going back. Also it is not a dollar it is 1.25 don't be fooled,0
6192753,1,"The service and the food here is underwhelming. The experience started badly from the get go. The restaurant offers no paper menus because of the pandemic. Fine, I get that, they're trying to be clean. Instead they only offer a QR code to scan that goes to the online menu. Neither my girlfriend or I had a QR app on our phones, and we didn't want to be on our phones on our date. I asked for a paper menu, and the waitress snarls back that she can only bring me a paper menu if I try on my phone first and it didn't work. She left and we just sat there, because we aren't going to download an app just to eat at a restaurant. I hope CPK also considers that not everyone has or wants a smartphone. As a rule I don't use my phone during dinner. 
My recommendation to CPK here is: 1) Instead of only having a QR code to scan, also include a short link the customer can type in instead. 2) Offer a choice between the online menu or paper menu after they seat the customer. Definitely don't give attitude toward someone who prefers a traditional menu! I lie and say the QR code didn't work and she finally brings us a single paper menu. 

From here our waitress brings the food and her attitude improves to a tolerable level. My girlfriend ordered the BBQ chicken pizza and it tasted okay, but not great. We both ate some of it. We've had their frozen BBQ at the grocery store, and it tasted better than the pizza at the restaurant. The restaurant pizza had very little chicken, actually less chicken than the frozen pizza. The restaurant pizza costs $18, and the frozen pizza costs $5-6. The restaurant pizza was no larger than the frozen. For over thrice the price we expected a pizza at least slightly larger than the frozen that also tasted better. I had a $22 salmon, which tasted rather plain and wasn't a lot of food. We had their butter cake dessert, which was good. 

Both of us left hungry and could have eaten more. For a restaurant at this price, we expect to leave full, be treated well, and have good food. The waitress's rude treatment to us over the menu is the part that sticks out the most and why I am leaving this restaurant 1 star.  Having a bad restaurant like this inside the Grand Sierra Resort damages the reputation of the entire resort, and the GSR should hold its restaurants to a higher standard to protect its reputation. We won't be back.",0
5023610,2,"Upside: good food, super-friendly, super-helpful service.

Downside: kind of careless. I was there with two seven year-olds. We sat down and one of the waitresses came to get something from a cabinet, and looked straight at us. We then sat there for twenty minutes, waiting to order. Finally, I sent one of the girls to the front to ask the waitress if we could order, and from then on, it was fine. But it's absolutely ridiculous, on a Friday morning, when the place is not especially busy, to have someone just sit there and wait, particularly with two kids. Had we not done something, I'm sure we would have sat there at least half an hour. Not cool.",0
604558,1,Worst staff and horrible coffee.. they don't even have light fraps anymore- way to contribute to America obesity epidemic. Watch their stocks plummet - who wants to pay 8 bucks for a glass of fat and sugar - well maybe some but you lost me when u took away light versions.,0
3449683,2,"Better Box opened up on Spring Garden last week.

I tried unsuccessfully online to order.. Cart page wouldn't load. Called.. Someone picked up the phone to take it off the hook. Phone was left off the hook for an hour.

Finally went to order in person.. I waited 10 minutes in line for someone to direct me to a touchscreen. To order. 

Explained the phone busy issue. No apologies.. We ain't takin phone orders he said. Wasted time in line waiting for a human cashier for her to tell me she doesnt take cards and to use the machine. Again no apology.

This is Fairmount. People around here are finicky for customer service and organization
People are in a rush and their time and efficiency is important.

I want to support black owned but you guys are a mess! Even on grand opening day I waited 20 minutes for an egg roll to be fried. I liked it but you guys are a mess and a hassle to deal with.",0
2379989,1,"I'm giving this place one star, however I never have actually eaten there. We walked in and it immediately smelled like urine or mildew. Either way the smell was so offensive we couldn't stay. I read great reviews about the food, so I'm disappointed we couldn't try it.",0
2766636,1,"This location gets backed up very quickly. There just isn't enough room for cars to queue up for the drive through, so cars end up spilling out onto Cliff Drive or clogging up the adjacent parking areas used by the other businesses in the area. Wouldn't be as much an issue if the mobile app pickup option were consistently available, but I've had mixed results. Not going to go to this location anymore.",0
5581214,1,"This should be no star. I wish I could say something about the food but I never got it. This happened twice and I will not give them the chance to let it happen a 3rd time. When I placed my order online it gave me a time the order should be at my apartment. Both times I waited 20 minutes (after my order was supposed to be delivered) and started calling the store.(Also the store or driver never attempted to contact me.) The store sets their automated voice system to pick up a say they're closed. After trying several times I then called the 1-800 number for customer service. The first time I called the 1-800 number I spoke with a very nice man, I believe his name was Ron. He took down my comments and said that it was bad customer service. He sent me two coupons for free pizza. However the second time I called the 1-800 number I got someone named Dale. He was rude, short with me, and rushed me off the phone. I think that Pizza Hut is one of the best franchise pizza places, and I would not like to walk for these two incidents. However I will not buy from this store again and it will take a long time to buy from the company again. Just completely unacceptable.",0
2638661,2,"Walking in, I had to go find someone to seat us after multiple employees walking straight past us like we weren't there for about 10 minutes. I personally would've left, BUT this was a birthday dinner. After being here for 2 hours, we got a total of one drink, no refills, food must've been sitting under a heater because the ""sauce"" was dried on the wings. All in all, it wasn't good. Sad, because this used to be one of our fav places.",0
4924723,2,"I wanted a mani/pedi with regular polish.  My nails were already trimmed and shaped.  I asked for a clear coat of gel polish to finish my nails.  A girlfriend said this allowed her mani to last over 2 weeks without a full gel manicure.  The salon flat-out refused to do it.  Okaaaayyy...

I got the mani/pedi anyhow and it cost $50!  That is crazy expensive and I will not be returning to this salon.",0
3463692,1,"NOTE FOR DOORDASH AND OTHER DELIVERY DRIVERS!!
This particular dickeys location is fully stocked with lazy, slow, and incompetent employees. I would HIGHLY recommend declining orders from this location unless you have 10 to 20 minutes to waste",0
577477,1,"BEST RESTAURANT FOR SALMONELLA SERVED UP BY A RUDE WAITRESS! Ordered a gyro salad and meat came raw. Like, a mouthful of mushy raw meat. I showed the waitress and told her I didn't want a new one. She brought it anyway and charged for it. When I told her I wasn't going to pay for it she said that I ate 1/2 (I ate about 4 bites before I hit the raw meat, I didn't touch the replacement salad) and she didn't see what the problem was. After waiting 20 minutes she came back and said the manager would only discount 1/2 price on the raw meat salad. Scroll through the reviews and you will see that other reviewers have had similar experiences here. I wish I had taken a picture of the meat I had to spit back onto my plate so you could all see how truly disgusting this place is. If you're thinking about coming here for a nice lunch, imaging taking a tasty mouthful of your gyro then imagine spitting the pasty, uncooked, tepid meat back out, and eat somewhere else instead!!!",0
6055757,2,Great looking views. However the tourists keep feeding the seagulls here and make it impossible to enjoy a wonderful area,0
596828,1,"Awful going through the drive thru!! ""Anything else"" is yelled at you!  That woman always sounds so angry!! They need someone new taking orders!",0
508598,1,Worst member of the chiropractic community.  Caley knocked jaw out of place and I had to go to another chiropractor to get it put back in.  I lost a tooth from the displacement and Caley has yet to pay for my medical expenses!,0
356455,1,"Over priced, bad bar, no seating, ok food, and bad music entertainment. I'll never go back go new year or ever again. Tampa is way better in all ways. Don't respond to this because I don't care what you have to say.",0
2185813,1,Not t best....informed waiter of cilantro allergy...was told I could only order tacos or quesadillas so I ordered shrimp tacos.....they came covered in cilantro!  Other issue....ordered a margarita on t rocks....had 2 of them...when bill came I was charged $21.00 for my 2 margaritas! Seems I was given top shelf liquor without even being asked!  My spouse did not like his meal n was ill later that night.....won't b visiting again!,0
201992,1,"We booked a tour for the Plantations.
First it was for 12:00. Then they called and asked if could be reschedule for an 8-8:30 am pick up. Three min later they called it had been a mistake, the pick up was for 10-10:30 on Monday Feb 8 , 2016.
Went to the hotel lobby at 9:50.
We called numerous times "" they are delayed "", "" should be there soon"" . the last time we called, the driver had  arrived at the site and  asked if "" would we like to reschedule for another day ?""
We asked for a refund . were told they would send email confirming, asked for our email. Almost 1 hour have not received information.
DO NOT BOOK WITH THEM!",0
449631,1,I had probably the worst experience with the Hostess I have every had at a restaurant. Rude and sassy would not begin to describe her behavior. I do not care how good it is we want be going back.,0
2813227,1,"Do yourself a favor and read the replies from the so called business owner Aaron K...
Not only did he make accusations that were not true rather than admit to the mistake made by the appointment scheduler,
what do you suppose he is suggesting with this comment to me?

Perhaps you will be more comfortable at another spa where they only except cash and you can pay by the minute.",0
2625720,1,I would rather go hungry than eat at this diner. Musty smell. Nothing special about the food. Definitely not recommended.,0
4435122,2,"Everyone has their ideal pad thai. I've been to several places around the Treasure Valley at the suggestion of various reviews and I've pretty much been disappointed everywhere I go. 

Pad Thai House is located in a strip mall off of Five Mile. It had great outdoor seating and more ambiance inside than what you'd expect from looking at the exterior. 

When I arrived I noticed immediately that the parking lot near the restaurant was full.  Once inside the bustle of the place was apparent- waitresses were everywhere and most of the booths and tables were full. This is always a good sign, right?

The prices were better than other Thai restaurants I've been to. I ordered the pad thai lunch special and the spring rolls to go. Both were 6.95.

I wish I could say I loved the food but I can't. I didn't like the thin noodles (I prefer the thicker ones) and didn't think they had much of a taste. The spring rolls, although larger than typical and cooked perfectly, were okay- but again, didn't seem to be seasoned well enough. 

Maybe it was just an off day? I want to believe this place lives up to the hype, so I'll be back if I'm in the area to give it another try in the future. For now I'm sticking with Krung Thai on Garrity.",0
1397849,1,"Wish I could give them 0 stars. I never even lived there and the people in the office are rude and ignorant. Apparently there is some sort of mysterious corporate office with no phone number and no way to talk to them. I've been waiting 51 days so far to get my $300 deposit back and no one has any clue where it is. Everytime I call they have some sort of excuse of why I still don't have it. This is place is a joke and I'm so glad I did not chose to live here. If I'm having this much trouble now I could only imagine how hard it would be to get anything done if I lived there.

Update: it is now 9/2 and still have not recieved my deposit back. The company sent it to an old address of mine tarnish 3 hours away and wanted me to drive there to see if it was in that mailbox. When I said no and asked for them to cut another check the replied that I would have to pay for them to stop payment on the old check. Now I've waited 111 days to receive my deposit back, and I'm getting charged $40 for them to send me another one. STAY AWAY from this place. They do some seriously shady business!",0
1802671,1,Really pathetic. Waiting over 15 minutes. Disaster. Should hire more staff and fire the grey haired loser who's always smiling.,0
4676045,2,"Food was pretty good and drinks were strong. The place is not on the water and the service is a little off, not bad but off (the person that is).  Very empty and it's part of the hotel. Not really recommended unless your at the hotel and don't want to travel. Little pricey for what you get also.",0
2141666,1,"Unload one plane at a time
A joke 
Waited 1/2 hour additional to get off plane.
Not worth the hassle go to bigger airport
Where they can unload more than 1 plane at a time",0
2926802,1,"I went to this place on my lunch break. I was the only guy sitting at the bar and if there was any other customer there I sure didn't see them. Ordered a single cheeseburger, waited a half hour until it was almost time to go back to work. Had to leave hungry. Don't recommend this place to ANYbody",0
1576377,1,"If I could give it less than one star I would.   MarBorg Services is less than Stellar, if you can avoid using them avoid it. The customer service department is seriously lacking in judgment and professionalism. They make unilateral decisions about your bill and you have no control. The service in general is substandard, billing is substandard and the billing department is unreasonable and will not work with you in any way nor will they entertained truth and facts.",0
3108049,1,"The worst!

They say home of the famous Boardwalk pizza and I say the home of the worst pizza ever. The good reviews have to be written by employees. The sauce on the boardwalk pizza was so acidic it gave us canker sores and the tomato pie tasted like it came from a bowling alley. Given the choice between Fabios or Ellios the choice would be simple. 

This was probably the worst pizza We've ever had.",0
3916651,1,"They were hired by my neighbor to cut down some trees on her property.  While my wife and i were at work, they came into MY backyard through a locked gate, drove their trucks and trailers through it tearing up the yard, took 40' of MY fence down and cut her 40+' tall trees down and pulled them into my yard.  When i got home to find 10 people, 2 trucks and trailers in my backyard, i confronted them about it and Danny replied ""I knocked on your door to ask if it was ok""...  Then, he said they'd repair the fence, which they did a HORRIBLE job of.  He said he was going to pay for the damage to my yard, fence and stain (since they broke 2 of the ground posts and many more of the slats) and he never did.  Can not believe this guy even has a business, don't ever use this crook.",0
6366080,1,Slow is an understatement I was the 2nd person on line and had a 40 minute wait just standing there. Needless to say I left. Plain ridiculous.,0
229318,1,"Mani and pedicure:  I really liked my first experience not so much my second. First time was a ""special"" $40. Mani lasted over a week and pedicure lasted almost 4 weeks. Today I went a second time for the same service $65!!! Same nail tech; yes it's been a while since my last mani, but there's no reason I have 3 areas that are inflamed from cutting cuticles to short. Mani at 3:30 still bleeding at 7:49 and it's painful. See picture; I don't do too many reviews, but I am very upset especially since I paid high end prices for subpar work. I work hard and like to get pampered not butchered.",0
386535,1,"Very expensive. I had two pairs of glasses made. One wasn't done properly. The lenses were put in incorrectly so the ear pieces couldn't close. Seriously! That was very careless and/or incompetent. 
I'm going to have to go back with the other pair as well. The right eye is totally out of focus and when I put them on, I'm seeing double. 
Avoid this store.
On the other hand, the optician who gave me my eye exam was very thorough and very pleasant. She did try to get me to buy a third pair of glasses, however.",0
1785305,2,"Food is ok, very pricey for what you get. I wish they would give you more protein (chicken,steak,shrimp...etc) they load the plate up with side items, like rice to make it look like you getting more. I will say the service is very slow. It took around 10min for someone to ask if we wanted water both times we have been, then about another 10 to have someone take our order. We waited about 20min for our soups, and about 30min for our food. 

Probably won't go back...much better selections in the area.",0
429392,2,I love chipotle but I found some kind of fly in my chicken bowl today and totally lost appetite because of it..... That is disgusting.,0
581583,2,I went to this place twice. The first time the lady with long hair and glasses was in such a rush she used the nail grinder to get the gel off instead of letting them set. My nails were so fried and sore that the polish didn't stick. I came back a second time and got the same lady and it was horrible. The only positive is that an older nice lady did an amazing job on my pedicure.,0
2935982,1,"This diner looked promising and based on word of mouth, we decided to try it. I don't know if we caught them at a bad time or what but the service and the food was subpar. It might have been the fact we arrived with a party of eight may cause things to go awry. The waitress was not attentive at all, only stopping by to drop off the drinks and later the food only never to be heard from again. The food was cold, overcooked, or not cooked enough and when we needed the waitress, we had to get up from our seats to get somebody to help us. The manager was this bleached blonde lady with the year-round tan was less than helpful. She did knock off a few bucks to accommodate us for the lack of service and cold food but did it in a way that made us question her management skills. She was demeaning to us and treated us like crap. Since I'm a sucker for diners, I would come back as a party of two, not eight. I believe the food quality is there, just waited too long to get it served.  Had it been a normal day with just the two of us, we would have given it more stars.",0
2830769,1,I had the worse experience with Us air at the Philadelphia airport. It was like nothing I have ever experienced. I am not going to get all into it on here but all I will say is that if you are a white person you will be treated like crap from the unprofessional obnoxious racist employees that they have working inside checking bags and printing boarding passes. Shame on you USAir for hiring and allowing your employees to treat your customers they way they do.,0
1307850,1,Cheap food is cheap food. Go elsewhere. Trenton Social is right up the street.,0
572170,1,"We didn't get to even try the food. The owner is very rude and condescending. We were a party of four who asked if we could be seated at one of two available tables of six (all tables of four taken) so we didn't have to wait. There were no other parties waiting to be seated. He refused to accommodate us. When we questioned his actions saying it made no sense to make us wait when there were no other people waiting, he basically told us he didn't care if we left. So we did! If he continues running his business like this he will have no more clients and no more business. Ended up getting amazing pizza across the street for much less money than what they charge here. Horrible attitude!!!! Learn to treat your customers politely.",0
816099,1,"So disappointed. Midnight stop after a TB Rays game. After requesting bold drip, I was told they had no bold. I then asked for a pour over and a second girl told the cashier they were too busy for that (really???? It's midnight! It's not rush hour!!!). Cashier says I'll be happy to brew you a bold coffee, we keep waiting and after some time realize she forgot us, we reminded her we were still waiting. Suddenly we are served a coffee, I ask ""Is this bold?"" And was told ""yes"". After getting back on the road I realize I was served old, COLD, coffee that was most likely pike place. Thanks for taking my money and I'm really sorry I gave you a good tip in advance!",0
4113051,1,"Ordered this pizza to my hotel, and it never arrived. When we called to tell them it never arrived they told us to check with the front desk (who guaranteed it never came), and hung up on me. Called back to let them know the front desk said it never arrived, and they didn't offer any advice. Fraudulent company and will never order from here again.",0
3685417,2,"Overall, this place is not what it used to be...the sea bass was GREAT! But that was the ONLY part of our dinner that is worth speaking of. Our sever had NO knowledge of their SPECIALITY DRINK menu. Therefore we had to guess, my wife won with her's...I lost, with a very bitter rum drink called a ""Zombie."" Our ""toasted"" bread came out cold, so that equals hard crusty bread. Our appetizer was the tempura fried veggies, which were very large pieces of broccoli, cauliflower, rehydrated shitaki mushrooms, onions (which they way they were cut were ""onion rings"") and  whole pieces of asparagus, with a ginger soy dipping sauce. The veggies were to large to eat with the chopsticks that it came with. We had to cut every veggie into pieces before eating them. On top of that it was severed on top of a piece of deli paper to absorb the oil still coming out of them. This would normally be fine it we were at a sports bar but not a restaurant that were a guest pays $30 per entree. Like I said the Sea Bass was great, but the lemon chicken was dry and over cooked. The manager comped the chicken, and politely listened to our complaints. Our server offered us some dessert to take home, which we declined. I don't think we will be back.",0
6927765,2,"Woody's, once Philadelphia's premiere (and first?) gay bar, has not stood the test of time very well at all. 

This used to be our playground - growing up in Philly, it was the place to see and be seen for we gay men. Everywhere else had their niche, but paled in comparison to the almighty Woody's. Every night was a specific theme night in the main dance area - whether it was country, disco, club, latino, teeny-boppers, etc.

The ground-floor bar was renovated into a wide open space a few years ago, and certainly is nice in the summer when they can fully open their fronting glass doors/windows. The upstairs contains two dance areas, an all-out large one, and a more classy lounge-type smaller one. So far so good, I count the renovations as a great improvement. 

But Woody's quit serving their delicious food a while back after Bill Wood sold it (thankfully Bill created 'Knock', a dinner bar to serve his food). Also, Woody's more/less kicked out the cool Friday/Sunday night line dancers, which always used to draw huge crowds. And further, the dance areas now cost $10 to get into on weekends - seriously?!!

With the past decade of hordes of people moving back into the City, Woody's has become infested by amateur, new city dwelling straight couples and puking bachelorettes. Ugh - who wants to see straight couples making out in our gay bars? Not I or other gay guys! The bachelorettes would best be served moving over to the Toasted Walnut! 

Just as Evita sings - love don't live here anymore - the gay ol' times are all but gone from Woody's, including Woody himself.",0
5760259,2,Another wrong order i dont know what it is .I PAY CORRECTLY WHY IS MY ORDER NEVER CORRECT.  the girls blame the cook she walks over and u hear the cook yelling why didnt you say that at the end my order still was wrong and they forgot my shrimp. why do i call ahead why have a pickup window can someone anyway get my order right i get the same thing everytime u call and they say hold for manager i finally hung up skip this one i now drive further its just too much. SAUCE MISSING TWO RANCH SHRIMP MISSING SHRIMP WRONG SAUCE AND BREADED ASK FOR NAKED TOTS FINALLY GOT LOADED THEY WERE NOT CRUNCHY BUT WERE RE DONE CORRECTLY,0
497917,2,When for lunch today and got the lamb gyro in the whole wheat pita. It wasn't very good. The pita was dry and there was very little lamb meat in it. I used to eat here fairly often and I remember it being much better.,0
5031529,2,"So I visited again this week, and although my friends and I had a lot of fun, there were several disappointments.  There seemed to be plenty of staff on hand, but service in the bar area wasn't very good.  Also, the bathrooms were disgusting and had paper towels overflowing out of the garbage and onto the floor.  When I exited the bathroom, there were three staff members leaning against the window just talking to each other.  After we were finished with our bay rental, we had a few beers to finish in our bucket... however we were forced to exit our bay to ""make available to other guests"".. which is totally understandable except there were 6 empty bays all around us.  There wasn't anyone coming in to use the bay we just finished using.",0
6714836,1,"I feel like I lit 100 dollars on fire given my experience purchasing Uncommon James jewelry. I legit just bought a ring and a necklace exactly a week ago. I have worn the ring 3 times and the necklace once and the freaking ring turned my finger green!! Oh and the necklace also tarnished after one wear. Like, is this real life? I am floored and feel soo duped, Kristen should be mortified. I was so stoked on these pieces as they truly are so cute but the quality is garbage and it makes me so sad that I wasted my time and money on garbage quality. It hurts my heart. Steer clear of this jewelry, it's seriously cute but will not last sadly. As I said, buying this jewelry is like lighting your hard earned money on Fire.",0
3386899,1,"I'm sure if you live close going into the store and picking up their juice is awesome but do NOT order online and have it shipped, especially out of state. I've ordered so many times but I'm done after this one. Itll say 2 day shipping and you pay for it, and them you'll get it over a week later. They'll tell you it's a holiday it promotion, which is fine but just lemme know before hand that its gonna be twice as long or more. I just put in an order for 2 day on Wednesday March 6th and I got a message today saying my package will be delivered Monday March 11th. So glad I paid for a quicker ship. Honestly it's my fault, after so many failed attempts I shouldn't have expected different results. Oh well, thanks anyways, btw juice is great, service is not.",0
3571372,1,"Service was shockingly poor. What good does amazing food do if u have to wait 30 minutes for service, and then things get worse after that?",0
