,id,meanSentimentRating,textSnippet,sentimentScore
597,59_3,-1.0,When Mr. Fried taught law at Harvard he frequently spoke with open contempt for modern Supreme Court doctrines.,0
598,59_4,-0.1,"His job now is ''crafting conscientious, scrupulous arguments in the light of the law.",0
599,59_5,1.4,"Personally, I wish every one of the Justices well.''",1
600,59_6,-1.45,"But Mr. Fried's current distress is understandable: even if he hews strictly to the law, it's bound to make the bench uneasy when high officials, in this case Attorney General Edwin Meese's public affairs director, talk so crassly about political agendas.",0
601,59_7,-0.7,And that could cost the Administration votes on the Court.,0
602,59_8,-1.45,"Mr. Eastland's cynical, unguarded remark was out of line even though it reflected the strong views of Mr. Meese's legal team.",0
603,59_9,0.55,Mr. Fried's rebuke is proper.,1
604,59_10,-1.15,"But where was Mr. Fried last fall when Mr. Meese, through Assistant Attorney General William Bradford Reynolds, was upbraiding Associate Justice William Brennan as a dangerous ''radical egalitarian'' for praising the 14th Amendment's aspirations of equality before the law?",0
605,60_1,-1.3,"A few man-made chemicals are gnawing at the ozone layer, the invisible shield in the stratosphere that protects life from ultraviolet rays.",0
606,60_2,0.15,"The State Department hopes Europe and Japan will phase down production of the ozone-destroying chemicals, starting with a 50 percent cut.",1
607,60_3,-1.15,"But just as negotiations are to resume, the department's position is being undermined by the Office of Management and Budget.",0
608,60_4,-0.45,Budget and other officials want State to demand only token reductions.,0
609,60_5,-1.65,They pooh-pooh the scientific warnings and contend the economic costs of phasing out the chemicals would be too high.,0
610,60_6,-2.15,But the Environmental Protection Agency has determined the hazard is real and cumulative; the destructive chemicals last for decades.,0
611,60_7,-1.1,The O.M.B. position would compel a humiliating American withdrawal from a position of leadership on a vital issue.,0
612,60_9,-2.0,The threat to the ozone layer is hard to quantify but a substantial increase in ultraviolet radiation would provoke more skin cancer and eye damage and immeasurable disruption to other animal life.,0
613,60_10,-0.2,"The State Department deserves support, not subversion, from the White House.",0
614,61_1,0.15,"The middle-aged couple, sweltering through a night at the beach when the heat wouldn't stop, decided to go for a swim.",1
615,61_2,-0.25,Why not?,0
616,61_3,-0.75,They would hardly be missed by children and old folks long asleep.,0
617,61_4,0.6,"They put on bathing suits and slipped out onto the beach, sloppy and cool at low tide.",1
618,61_5,1.15,"Plunging in, they were teen-agers again, racing to the deep water, then lolling on their backs to gaze at the stars.",1
619,61_6,-1.45,"In fact, the stars were less than spectacular this hazy night.",0
620,61_7,0.15,"No matter, she pointed out, for there were startling stars floating in the water, too.",1
621,61_8,1.1,She was right.,1
622,61_9,0.1,"Raking a hand across the surface, he watched hundreds of light specks ignite in the turbulence.",1
623,61_10,0.2,He had heard about this marine phosphorescence: tiny single-celled organisms known as noctiluca that glow like fireflies in agitated water.,1
624,61_11,0.6,"In Puerto Rico, such creatures so densely populate one bay that passing boats trace bright wakes and swimming fish leave glittery underwater trails.",1
625,61_12,1.9,"The display in Long Island Sound this night offered a more delicate display, but no less magical.",1
626,61_13,0.05,"Later, he read up on the phenomenon.",1
627,61_14,0.0,The luminescence occurs as the accidental byproduct of chemical reactions that occur under nervous stimulation.,1
628,61_15,0.3,"It serves no more purpose, in other words, than a blush of amoebic anxiety - perhaps the delicious kind of anxiety the couple felt as, dripping and refreshed, they tiptoed into the slumbering house.",1
629,62_1,0.55,he last-minute arrivals surged into their seats just as the New York Philharmonic began to play.,1
630,62_2,-0.85,Unsuppressed coughs punctuated the piece.,0
631,62_3,-0.4,"When the orchestra concluded, about 50 latecomers rustled in.",0
632,62_4,-0.7,The next piece was accompanied by more coughing.,0
633,62_5,-0.45,"As it ended, 28 more latecomers surged in, and 12 people walked out, the last just as the conductor, Zubin Mehta, was lifting his baton to start Webern's Six Pieces for Orchestra.",0
634,62_6,0.6,"Still more coughing, some stage whispers and, after just four of those six pieces, applause.",1
635,62_7,0.05,Then the orchestra thinned out to a small ensemble to play Webern's Concerto for Nine Instruments.,1
636,62_8,-0.5,"Its silences were filled with coughs, a nose trumpeting and a loud titter.",0
637,62_9,-0.45,"Finally, Mr. Mehta turned around and ruefully acknowledged he had been keeping count.",0
638,62_10,-0.5,''The orchestra played only five measures when nobody coughed.,0
639,62_11,0.0,The last movement is a minute long.,1
640,62_12,-0.5,Would it be possible to get through it without interruption?'',0
641,62_13,-0.25,It was not.,0
642,62_14,0.8,"Audiences create a kind of community with shared standards of performance, and behavior.",1
643,62_15,1.4,"Unlike airline passengers who buckle into their seats and plug in earphones, audiences at a concert - or a basketball game - can bond with performers and lift them to new creative heights.",1
644,62_16,-0.2,Or they can cough.,0
645,63_1,0.0,The pork industry already does it.,1
646,63_2,0.05,So do the nation's beef producers.,1
647,63_3,0.75,Now the fruit and vegetable industry is getting serious about promoting greater consumption of its products.,1
648,63_4,1.6,It's a healthy step toward sound nutrition.,1
649,63_5,-0.05,The pork industry already does it.,0
650,63_6,-0.05,So do the nation's beef producers.,0
651,63_7,1.0,Now the fruit and vegetable industry is getting serious about promoting greater consumption of its products.,1
652,63_8,1.6,It's a healthy step toward sound nutrition.,1
653,63_9,1.35,"Studies show that a diet rich in fruits and vegetables can reduce a person's cancer risk, aid weight loss and help fight heart disease.",1
654,63_10,-1.15,"Yet most Americans -- raised on the adage ""an apple a day keeps the doctor away"" -- remain ill informed about these potential benefits.",0
655,63_11,-0.65,They almost always underestimate the minimum recommended for good health: five or more servings of fruits and vegetables each day.,0
656,63_12,0.6,"This month the fruit and vegetable industry, in partnership with the National Cancer Institute and 200 retail food chains, launched a five-year, $93 million nutrition education campaign, called ""5-A-Day.""",1
657,63_13,0.15,"It will use advertisements, messages on grocery bags and food labels, and programs in schools and workplaces.",1
658,63_14,1.55,This is a worthy joint venture for government and industry.,1
659,63_15,1.2,"Should it succeed in changing the nation's eating habits, the fruit and vegetable industry stands to gain enormously.",1
660,63_16,0.0,So does the nation's health.,1
661,64_1,0.55,"For decades, the United States managed to avoid the proliferation of cabinet positions that engulf other governments, keeping the total under a dozen.",1
662,64_2,0.0,"By comparison, China has 44, Japan 22, Britain 21.",1
663,64_3,0.0,"Indeed, Presidential study commissions have repeatedly urged simplifying the U.S. cabinet structure, creating, for instance, five supercabinet jobs.",1
664,64_4,-0.55,"The trend, alas, has gone the other way.",0
665,64_5,0.15,"A separate Department of Transportation was created in 1966, a Department of Energy in 1977 and a Department of Education in 1979.",1
666,64_6,-0.65,"This week the 14th and least defensible new department, Veterans Affairs, opened.",0
667,64_7,-0.05,Why?,0
668,64_8,0.0,Not because veterans need more attention but because Congress couldn't resist flattering them with more prestige.,1
669,64_9,-1.25,"Such status inflation will not make it easier to manage, let alone remember all the departments.",0
670,64_10,-0.05,"Here's a mnemonic device, two seven-word sentences whose first letters list the positions, in protocol order: See State Leave Labor The Treasury Her Health &amp;amp; Human Services Dog Defense Home Housing &amp;amp; Urban Developmt.",0
671,64_11,0.0,Jump Justice To Transportation In Interior Entertain Energy A Agriculture Educated Education Circle.,1
672,65_1,-0.95,"With their states facing budget deficits that require higher taxes, Gov.",0
673,65_2,0.0,Jim Florio of New Jersey and Gov.,1
674,65_3,-0.65,Mario Cuomo of New York haven't rushed to endorse another unpopular but necessary step: a proposed $1 toll hike on Hudson River bridges and tunnels that are operated by the Port Authority.,0
675,65_4,-0.25,"The agency's executive director, Stephen Berger, surrendered to political reality earlier this month and withdrew his plan to increase round-trip tolls from $3 to $4 beginning July 1.",0
676,65_5,-0.05,He plans to make up the lost income by postponing about $100 million in essential capital improvements.,0
677,65_6,-1.1,But the Governors have merely postponed the day of reckoning.,0
678,65_7,-0.8,"The region's airports, also run by the Port Authority, can no longer provide the subsidies necessary to maintain the interstate transportation network.",0
679,65_8,-1.3,"And procrastination could eventually risk the Port Authority's stellar credit rating, increasing borrowing costs.",0
680,65_9,-0.4,The Governors need to ask whether the short-term political gain is really worth it.,0
681,66_1,-0.6,"Not so long ago, when China's market-oriented economic reform was in full bloom, many Westerners thought that the country's paramount leader, Deng Xiaoping, was just the ''capitalist roader'' and ''bourgeois liberalizationist'' his Maoist critics had always alleged him to be.",0
682,66_2,-0.55,But that was scarcely a realistic appreciation of this lifelong Communist.,0
683,66_3,-0.4,"Now, with Communist Party control replacing reform as the slogan of the day, a far different Mr. Deng comes into view.",0
684,66_4,-0.5,"Confidential documents reported last week in The Washington Post show him advising his comrades to emulate Poland's General Jaruzelski, and detail his hard-line methods against a democratic opposition.",0
685,66_5,-0.1,No Gorbachev-like ''restructuring'' or glasnost for Mr. Deng.,0
686,66_6,-0.55,"He tells doubters that China's Communists needn't worry about adverse international reaction: foreigners care about political stability, not human rights, he suggests.",0
687,66_7,-1.25,"Sadly, his cynicism is partly justified by the record.",0
688,66_8,-0.05,"The cases of Wei Jingsheng, Liu Binyan, Fang Lizhi, and Wang Ruowang are not yet as familiar as Andrei Sakharov or Lech Walesa.",0
689,66_9,-1.0,"But as even General Jaruzelski ultimately learned, neither political stability nor economic reform can be achieved by mere repressive force.",0
690,66_10,-0.65,Jackboots cannot make flowers bloom.,0
691,67_1,1.3,A man ventured to Vermont on a recent weekend seeking the tranquillity of mountain vistas.,1
692,67_2,-0.8,It turned out to be one of the busiest weekends of the season and skiing was more of an urban experience: brief periods of skiing and long periods of standing in line.,0
693,67_3,-0.8,"On Saturday morning, there was bumper-to-bumper traffic heading into the little town nearest the resort.",0
694,67_4,0.3,The crowd at the ski rental store was massive.,1
695,67_5,-0.25,Then came a line to purchase lift tickets.,0
696,67_6,-0.7,A young woman employed by the resort handed out fliers at 9:30 A.M. warning that the lifts were already oversubscribed.,0
697,67_7,-0.5,Management advised against buying lift tickets at all and suggested a smaller resort two miles away.,0
698,67_8,-0.4,"At the next mountain, the first wait for a lift was 35 minutes.",0
699,67_9,0.05,"At midday, the skier headed for the restaurant.",1
700,67_10,-0.6,"After an hour's wait in a ski lodge that resembled a refugee camp, he decided that he could ski without lunch after all.",0
701,67_11,0.8,"On reflection, he was amused at his lack of irritation.",1
702,67_12,0.6,"Though a beginning skier, he's a veteran New Yorker who has driven home from the Hamptons on summer weekends, shopped at Zabar's on Saturday and traveled the Long Island Rail Road at rush hour.",1
703,67_13,0.25,He knows how to wait.,1
704,68_1,-0.25,"New York City's Sanitation Department collects 17,000 tons of residential trash and garbage a day, and recycles about 700.",0
705,68_2,0.6,"Under a city law that took effect last summer, the amount recycled is to reach 4,000 tons by 1994.",1
706,68_3,0.45,"The department is tackling its huge task one neighborhood at a time, gradually educating New Yorkers to bundle their newspapers, magazines and corrugated cardboard once a week in stacks no more than 18 inches high and tied with ''sturdy twine.''",1
707,68_4,0.2,"Mindful that New Yorkers aren't easily regulated, the department circulates pamphlets to all residents a week or so before recycling comes to their neighborhood.",1
708,68_5,0.35,This week it's the upscale Upper East Side's turn.,1
709,68_6,1.0,The new rules are set forth in clear and simple language.,1
710,68_7,-0.15,"And then there's a line in tiny type at the bottom of the back page, down where you often see a union label.",0
711,68_8,0.95,"Adding a nice touch to a dutiful chore, it says: ''Printed on recycled paper, of course.''",1
712,69_1,0.65,"Mayor Dinkins of New York, dogged by charges of ethical lapses during his campaign, shows welcome sensitivity.",1
713,69_2,-0.25,He has asked for appointment of a special counsel to complete an inquiry by the Department of Investigation into business deals when he was Manhattan Borough President.,0
714,69_3,-0.5,They include a transfer of Inner City Broadcasting stock also under scrutiny by Federal prosecutors.,0
715,69_4,-1.0,The special counsel will examine whether Mr. Dinkins violated the city's ethics code by failing to disclose his stock interest and to recuse himself from Board of Estimate votes affecting Inner City's cable TV franchise.,0
716,69_5,0.05,He has said he transferred the stock to his son.,1
717,69_6,-0.65,"In an unrelated matter, the special counsel will investigate how a senior aide in his office acquired a subsidized apartment.",0
718,69_7,0.55,"The special counsel will be named by the Mayor's new investigations commissioner, Susan Shepard, a respected prosecutor.",1
719,69_8,-0.3,She will have no further role in the inquiry.,0
720,69_9,1.35,Mr. Dinkins's insistence on independence bespeaks a praiseworthy concern for procedure and appearances.,1
721,70_1,1.5,"A country that allows a ruling party to be defeated at the polls, as happened in Argentina this week, truly deserves to be called a democracy.",1
722,70_2,-0.65,"President Raul Alfonsin, who symbolizes his country's new democratic legitimacy, saw his Radical Party reduced to minority status.",0
723,70_3,-1.0,The vote signaled popular disenchantment with Mr. Alfonsin's austere and orthodox economic course.,0
724,70_4,1.25,But democracy also scored as the reform wing of the Peronist opposition clearly triumphed.,1
725,70_5,0.45,"The 1989 presidential elections are now likely to offer at least two major candidates with unambiguous democratic credentials, a prospect far from certain even a few months ago.",1
726,70_6,0.5,The reform Peronists proved their bona fides by standing with Mr. Alfonsin as he faced down military mutinies last April.,1
727,70_7,-0.8,The Radicals' defeat increases pressures for more inflationary economics and for populist posturing over the foreign debt.,0
728,70_8,0.5,But it also demonstrates Argentina's new-found capacity to channel political divisions into electoral paths.,1
729,70_9,0.7,"For a country that a decade ago unleashed one of this hemisphere's most murderous political pogroms, that is a remarkable gain.",1
730,71_1,1.3,"While most of Eastern Europe is coming apart, Albania thrives - according to an upbeat advertisement in The Times the other day.",1
731,71_2,1.1,"The ad, signed ''American Friends of Albania,'' celebrated the 45th anniversary of the Albanian people's ''Liberation from Nazi-Fascist occupation'' in 1944.",1
732,71_3,1.9,"It described a land where: ''There are no taxes on the people ... No inflation ... No unemployment ... No cases of AIDS... No problem of drug addiction, no beggars or homeless  [ and ]  no crime in the streets, which are clean and free of garbage.''",1
733,71_16,-0.2,The ad pictures a far different place than Marvine Howe of The Times saw last month.,0
734,71_17,-0.8,"Observing that Albania has Europe's lowest standard of living, Ms. Howe likened her visit to a journey back in time, where private cars are banned, rural travel is by oxcart, donkey and rattling Czech trucks, and city folk mostly walk or take decrepit buses.",0
735,71_18,-0.05,"But while the quality of life may not be so trouble-free as the ''American Friends'' claim, one statement in their ad was intriguing: ''Pollution is prohibited by the Constitution.''",0
736,71_19,0.05,Hard-line capitalists might give it a thought.,1
737,72_1,-1.25,"Why was Andy Warhol, who died Sunday after an operation, so famous when all he did was make pictures of Campbell's Soup cans, dollar bills, Marilyn Monroe's face and other things everybody's seen a million times?",0
738,72_2,0.0,"That's what lots of people thought, looking at his work.",1
739,72_3,-0.85,Yet he got away with it.,0
740,72_4,1.45,So brilliant a manipulator was he of public opinion that he made art out of things that hadn't been art.,1
741,72_5,0.35,That made people think differently about art.,1
742,72_6,0.0,"(Asked about this sort of thing, he would respond: ''Art? That's a man's name.'')",1
743,72_8,0.85,He had an uncanny ability to select and project an image that sized up the culture around him.,1
744,72_9,-0.2,He believed art and celebrity ought to be retailed.,0
745,72_10,0.55,"In addition to proclaiming the common soup can a work of art, he suggested that everyone in the world ought to be famous for at least 15 minutes.",1
746,72_11,0.35,"And after he painted them, who could look at the faces of Mao Zedong or Marilyn Monroe exactly the same way as before?",1
747,72_12,-0.25,"''I just thought that things were magic and that it would never happen,'' he wrote about death.",0
748,72_13,1.05,His reach may yet make the magic come true.,1
749,73_1,0.35,"It took five years and $35 million to renovate the Central Park Zoo, and the city seems to have thought of just about everything to make the place comfortable for both beasts and people - except the possibility that a man might need to change a baby's diaper.",1
750,73_2,-0.95,The city rates a worm for its oversight.,0
751,73_3,0.0,A father discovered this during a recent outing at the zoo with his 2-year-old son.,1
752,73_4,-1.2,"When the child needed a fresh diaper, the man was surprised to find no space in the men's room that could serve as a changing table.",0
753,73_5,-0.45,Putting the child on the floor was out of the question.,0
754,73_6,-0.85,"Because of a stiff, cold wind, so was changing him on a bench outside.",0
755,73_7,0.2,"And when the man asked a female staff member where he might find a changing facility, the woman smiled sheepishly and pointed to the women's room.",1
756,73_8,-1.1,In a facility otherwise so up-to-date and accommodating of both grown-ups and children - there are even parking spaces for strollers outside most buildings - the lack of a changing table in the men's room is both anachronistic and inconvenient.,0
757,74_1,-0.8,Television signals are private property and ''theft of private property is wrong.'',0
758,74_2,1.4,"That's the clear, simple and sound judgment of Dennis Patrick, newly designated chairman of the Federal Communications Commission.",1
759,74_3,0.7,And that's why the agency wisely refrains from interfering with scrambled television signals.,1
760,74_4,-1.0,People who bought expensive satellite dish antennas in order to pirate shows from the sky have been in an uproar since Home Box Office and ESPN announced that they would code their signals.,0
761,74_5,0.1,"Dish owners must now buy decoders, thereby providing the signal owners with fair compensation.",1
762,74_6,-1.15,Antenna owners claimed that scrambling infringed their rights.,0
763,74_7,-0.7,Many live beyond range of normal broadcast or cable operations and have no choice but to rely on dishes.,0
764,74_8,-1.15,"They note that decoders are in short supply or, at $200 to $300, cost too much.",0
765,74_9,0.3,Mr. Patrick rightly disposed of those arguments with his terse statement on signal ownership.,1
766,74_10,-1.55,The commission has no business encouraging the scrambled logic that says inconvenience creates a license to steal.,0
767,75_1,1.65,It is truly wonderful what water can do for a city that's usually known as a concrete canyon.,1
768,75_2,-1.55,"Give New York a downpour or two a day, which is more or less the way this summer's been running, and the city reverts to a primal state in no time at all.",0
769,75_3,1.55,"The grass, for instance, has never been greener.",1
770,75_4,0.25,"Better yet, there's more of it than ever, growing up between the cracks in the sidewalks.",1
771,75_5,0.15,"The trees seem taller too, and thicker; and to walk under them is to have one's head brushed by leaves because the weight of the raindrops has them bending low.",1
772,75_6,1.95,Most wonderful of all is that the less-trodden sidewalks are sprouting moss.,1
773,75_7,-0.4,"Maybe it is lichen, or algae, but in any case it's very green, very spongy and - if the downpours continue - liable to turn into moss any day now.",0
774,76_1,1.4,"As America celebrates George Gershwin's special contribution to his country's music, 50 years after his death, a footnote is in order about his impact abroad.",1
775,76_2,0.55,"His music surfaced unexpectedly in Denmark one evening just after World War II in Tivoli, Copenhagen's idyllic amusement park.",1
776,76_3,0.15,The lights that German troops had smashed during the occupation had just gone on again.,1
777,76_4,2.5,"In the restored concert hall, an evening of music concluded with a rendition of ''It Ain't Necessarily So,'' from Gershwin's ''Porgy and Bess,'' and the audience applauded with astonishing ardor.",1
778,76_6,-0.5,"Some Danes explained: During the occupation, the nightly Danish-language German propaganda broadcasts would boast of great German victories and humiliating Allied defeats.",0
779,76_7,-0.05,"And every night an elusive resistance station would cut in, at the conclusion of the German boasts, with the opening bars of ''It Ain't Necessarily So.''",0
780,76_8,0.0,No words; no comment.,1
781,76_9,1.2,George Gershwin had become a Danish folk hero.,1
782,76_10,1.35,"In a dark hour, he provided a theme song of optimism.",1
783,77_1,1.25,Envy the indoor gardeners blessed with green thumbs: Bougainvillea cascades from hanging pots in their sun-filled windows; their desks overflow with ivy.,1
784,77_2,-1.2,"But for each of them, surely, there are a dozen whose thumbs remain dispiritingly brown.",0
785,77_3,-1.15,"Their yuccas look leggy, and their African violets refuse to flower.",0
786,77_4,0.05,"These are the people likely to provide a market for a new product, sleeping plants.",1
787,77_5,-0.1,''Sleeping'' is a euphemism.,0
788,77_6,0.4,"The plants in question are quite dead, but embalmed with chemicals that preserve the look, feel and even the fragrance of life.",1
789,77_7,0.3,"The new American owner of the process, introduced in Europe in the 70's, claims that sleeping plants can last eight years without light or water.",1
790,77_8,1.4,Such convenience ought to attract wide interest.,1
791,77_9,-0.05,Or will it?,0
792,77_10,0.45,"Purchasing a well-grown avocado, sound asleep and ready for the windowsill, undeniably would make life simpler.",1
793,77_11,-0.1,But think what it would foreclose: the small miracle of germination in a mayonnaise jar; the comforting involvement of watering and pruning; the anxious effort to rescue drooping leaves after a long weekend away.,0
794,77_12,0.8,"Plants, like children, may be most beautiful when asleep - but not nearly as much fun.",1
795,78_1,-0.3,"The father of a 3 1/2-year-old boy looked in on his son just after dawn one morning, expecting to find a sleeping innocent.",0
796,78_2,0.25,"Instead he found a wide-awake warrior, clutching a plastic sword and chanting: ''Teenage Mutant Ninja Turtles.",1
797,78_3,0.0,Teenage Mutant Ninja Turtles.,1
798,78_5,0.65,Heroes in a Half Shell.,1
799,78_7,0.3,"Barely two weeks earlier, the same child had been fixated on the Ghostbusters.",1
800,78_8,0.3,"He would rise early, strap on his jerry-built proton pack and spend the day patrolling the house, busting ghosts.",1
801,78_9,0.2,"Then, in the space of a single afternoon at the home of a friend with a TNMT videotape, he mutated from ghostbuster to turtle.",1
802,78_10,0.05,A demonstration of turtle power?,1
803,78_11,0.1,Maybe.,1
804,78_12,-0.05,"But it's definitely evidence of television power, the capacity of video images to form, and instantly re-form, the central preoccupations of young minds.",0
805,79_1,0.7,A coin collector we know finds nothing so stimulating as a midwinter thaw.,1
806,79_2,0.25,"It's not the rising temperature or anticipation of the spring coin show, but the increase in curbside collecting.",1
807,79_3,1.05,Melting snow is a gold mine - or at least a copper mine.,1
808,79_4,1.25,"What others lose in drifts, our friend retrieves in sunshine.",1
809,79_5,0.2,"In the last four days, eyes glued to the sidewalks of New York led to five strikes: three pennies, a quarter and a $1 subway token.",1
810,79_6,-0.1,"Lots of people won't stoop for a penny anymore, which may explain the plenty of his copper finds.",0
811,79_7,0.35,"Some New Yorkers will pick up a penny only if it is heads up, for good luck.",1
812,79_8,-0.5,Others won't bother for anything less than a quarter.,0
813,79_9,-0.45,"That won't even buy a candy bar anymore, but it will do for a local phone call.",0
814,79_10,0.0,But why pass up a $1 token?,1
815,79_11,-0.45,Is the dollar really in such bad shape?,0
816,79_12,0.0,Or just the subway system?,1
817,80_1,0.7,To walk with a spring in one's stride is no longer a mere phrase.,1
818,80_2,0.15,Scientists at Leeds in England have measured the springiness in the arch of the human foot.,1
819,80_3,0.3,"Running, in their analysis, is a matter not of sweat and endurance but of storing and expending energy between strides - ''like a rubber ball bouncing along.''",1
820,80_4,0.0,"For a fast runner, they report in Nature magazine, the total energy due to movement and gravity falls by 100 of the units known as joules as the foot touches the ground, and rises by 100 joules as the runner pushes off again.",1
821,80_5,-0.35,Don't be drained by the thought of losing all those joules as your puff gives out.,0
822,80_6,0.0,"Some 35 of them are stored in the stretch of your Achilles' tendon, and another 17 in the elastic parts of the arch of your foot.",1
823,80_7,0.3,"Much, but not all of the energy is returned to you as you pogo along.",1
824,80_8,0.35,"The arch of the foot gives back 70 percent of the energy stored in it, Thomas McMahon of Harvard says in a commentary on the article.",1
825,80_9,1.15,"That's a better performance, he notes, than even a high-quality running shoe, which returns only half the energy spent in squashing its sole.",1
826,80_10,1.55,Runners can take pride in the newly appreciated efficiency of their locomotion.,1
827,80_11,-0.25,But anyone who prefers to stress the springs of a couch may now think of running as mostly bouncing.,0
828,81_1,0.15,"It was the time, in the midst of New York primary elections, for politicians to hand out campaign literature.",1
829,81_2,0.25,So there seemed nothing unusual about a well-dressed fellow passing out fliers at the subway entrance at Lexington Avenue and 68th Street in Manhattan.,1
830,81_3,0.1,But politicians offer their fliers to everyone; this well-dressed man was selective.,1
831,81_4,-0.25,"One New Yorker, ignored by the man, scooped up a discarded flier from the sidewalk to see what he was missing.",0
832,81_5,0.4,"WANTED! it said in big bold print; ""77 people to lose up to 30 lbs. in the next 30 days.""",1
833,81_8,-0.1,It was a come-on for a weight-reducing system.,0
834,81_17,-0.8,"The ignored New Yorker, a six-footer, 160 pounds soaking wet, does not have 30 pounds to spare.",0
835,81_18,1.45,"Mildly pleased to have been judged ineligible for the offer, he proceeded to have a nicer day.",1
836,82_1,0.75,To the Editor: President Clinton is right to use the moral authority of his office to condemn the Oklahoma City bombing.,1
837,82_2,-1.5,"But in extending his outrage to all who ""dare"" to see the Federal Government as the major threat to their liberties, he goes too far.",0
838,82_3,0.65,To the Editor: President Clinton is right to use the moral authority of his office to condemn the Oklahoma City bombing.,1
839,82_4,-1.6,"But in extending his outrage to all who ""dare"" to see the Federal Government as the major threat to their liberties, he goes too far.",0
840,82_5,-0.75,Suspicion of government is rooted in the American political tradition.,0
841,82_6,-0.75,Anti-federalists and their successors in the Republican Party continually warned that an overgrown central government constituted the principal danger to individual rights.,0
842,82_7,0.65,Thomas Jefferson defended Shays' Rebellion on the ground that armed resistance to government was essential to the spirit of a free republic.,1
843,82_8,-0.4,But armed resistance to government is not what we saw in Oklahoma City; there is justification for additional measures to combat domestic terrorism.,0
844,82_9,0.0,"JEAN M. YARBROUGH  RICHARD E. MORGAN  Brunswick, Me., May 8, 1995 The writers are professors at Bowdoin College.",1
845,83_1,-0.9,"New York City's Comptroller, Harrison Goldin, points out that of the city's 800 statues, only a handful pay tribute to women.",0
846,83_2,0.3,He wants the Parks Department to rectify the imbalance by commissioning a statue of Eleanor Roosevelt.,1
847,83_3,1.45,The motive is good.,1
848,83_4,-1.35,But the request seems off target given the far more urgent need to care for the city's existing treasury of public art.,0
849,83_5,-1.95,"Time, exhaust fumes and vandals have all taken a heavy toll.",0
850,83_6,1.45,The Municipal Art Society's laudable adopt-a-statue program has recruited private donors to pay for restoration and upkeep of 15 endangered statues.,1
851,83_7,-1.55,But outside Manhattan and Brooklyn the response has been disappointing.,0
852,83_8,-0.3,"In any case, adoption is only a partial solution.",0
853,83_9,-0.05,Progress requires a new infusion of public funds.,0
854,83_10,-0.7,Mayor Koch's proposed budget wrongly omits a modest Parks Department request for $1.3 million to launch a four-year drive to fix city monuments and reinstitute systematic cleaning and maintenance.,0
855,83_11,0.25,But it's not too late for the City Council and the Board of Estimate to polish tarnished civic pride by approving the funds.,1
856,83_12,0.2,Homage to Mrs. Roosevelt and other women is overdue.,1
857,83_13,-0.1,But bestowing new honors ought not to eclipse proper care for the old.,0
858,84_1,-0.15,"Viewers younger than 30 may not believe it, but Phil Donahue did not invent the uninhibited TV talk show.",0
859,84_2,0.35,"Back in 1958 David Susskind, who died Sunday, led real free-for-alls with everyone from Soviet dictators to transvestites and ex-Presidents.",1
860,84_3,-0.15,Mr. Susskind's ''Open End'' program had no set length.,0
861,84_4,-1.8,The participants argued on to the point of exhaustion.,0
862,84_5,0.8,"Mr. Susskind was the first to demonstrate that robust talk could keep audiences awake, belying the medium's scornful axiom that ''talking heads'' were soporific.",1
863,84_6,-1.45,There were times when Mr. Susskind's conversational reach exceeded his intellectual grasp; he could be long-winded to the point of self-parody.,0
864,84_7,0.25,"Yet he was the first to risk talking about grown-up themes in an industry so timid that his Washington station, WTTG, refused to carry live his 1960 interview with the Soviet leader Nikita Khrushchev.",1
865,84_8,1.6,"As a producer, Mr. Susskind was responsible for some notable television triumphs, like ''Eleanor and Franklin,'' as well as a host of plays and films.",1
866,84_9,-1.5,"In recent years, with his imposing white locks, he looked a bit like a weary Roman emperor, decrying television thus: ''To watch this aimless drivel violates my code of morality.''",0
867,84_10,-0.3,"Vintage Susskind, calculated to stir the blood and keep arguments going long past bedtime.",0
868,85_1,-0.85,"In a recent letter to the editor, Maryann Saccomando Freedman, president of the New York State Bar Association, took issue with an Editorial Notebook about the frustrations of jury service.",0
869,85_2,-0.65,The notebook asserted that one reason for interminable court delays was that most legislators were lawyers loath to vote any court efficiencies that would reduce legal fees.,0
870,85_3,-0.15,Ms. Freedman pointed out that the percentage of lawyers in the Legislature had now dropped below 40 percent.,0
871,85_4,2.2,Hooray.,1
872,85_5,0.55,"Perhaps now that the majority of that body no longer have their roots in the legal profession, the Legislature will be more amenable to reforms that would allow some relief for New York's long-suffering jurors.",1
873,85_6,0.2,Easiest would be to adopt the Federal system for selecting jurors.,1
874,85_7,0.95,"This would remove lawyers from the endless questioning of potential jurors, speeding the process by lodging the responsibility solely with judges.",1
875,85_8,-1.15,The state courts are swamped.,0
876,85_9,-1.55,"Spending days, even weeks, in jury selection may satisfy some lawyers, but at enormous waste of time, and expense for the taxpayer.",0
877,86_1,-1.5,Debate over the drug problem sometimes deteriorates into banal oversimplification.,0
878,86_2,-0.05,Hawks want tougher law enforcement; doves favor drug treatment.,0
879,86_3,0.35,Wiser heads understand that both are needed.,1
880,86_4,0.0,So do Alexis Vega and John Moore.,1
881,86_5,-1.7,Mr. Vega says he's addicted to crack.,0
882,86_6,0.0,Mr. Moore is a Bronx Criminal Court judge.,1
883,86_7,0.9,"Last October, Mr. Vega decided he wanted to end his addiction.",1
884,86_8,-1.3,But all the treatment programs he called turned him away for lack of space.,0
885,86_9,-0.9,"Desperate, Mr. Vega went to the police.",0
